Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00491856  push topprobe.6C7404                                              L"date"
0049185F  mov eax,topprobe.6C7404                                           L"date"
00491878  push topprobe.6C73FC                                              L"num"
00491881  mov eax,topprobe.6C73FC                                           L"num"
0049189A  push topprobe.6C73F4                                              L"str"
004918A3  mov eax,topprobe.6C73F4                                           L"str"
00491981  push topprobe.6C7410                                              L"_?"
004919A1  push topprobe.6C7418                                              L"_?-"
00491F4A  push topprobe.6C7430                                              L"Usage: %s"
00491F53  mov eax,topprobe.6C7430                                           L"Usage: %s"
0049203E  push topprobe.6C7428                                              L"--"
00492077  push topprobe.6C7420                                              L"  "
004920C1  mov edx,topprobe.6C7420                                           L"  "
004920C8  mov edx,topprobe.6B4114                                           L", "
004920EF  push topprobe.6C7428                                              L"--"
004922B6  push topprobe.6B1698                                              L"..."
00492598  push topprobe.6C7444                                              L"/-"
004927E6  push topprobe.6C7428                                              L"--"
004928F8  push topprobe.6C77AC                                              L"Unknown long option '%s'"
0049297C  push topprobe.6C7428                                              L"--"
004929B8  push topprobe.6C7784                                              L"Unknown option '%s'"
00492AC2  push topprobe.6C7784                                              L"Unknown option '%s'"
00492ACB  mov eax,topprobe.6C7784                                           L"Unknown option '%s'"
00492C5F  push topprobe.6C7728                                              L"Unexpected characters following option '%s'."
00492CE4  push topprobe.6C76D0                                              L"Option '%s' requires a value, '=' expected."
00492D5E  push topprobe.6C7678                                              L"Separator expected after the option '%s'."
00492DD0  push topprobe.6C763C                                              L"Option '%s' requires a value."
00492EA2  push topprobe.6C75D8                                              L"Option '%s': '%s' cannot be converted to a date."
00492F3B  push topprobe.6C7568                                              L"'%s' is not a correct numeric value for option '%s'."
00493021  push topprobe.6C7534                                              L"Unexpected parameter '%s'"
0049302A  mov eax,topprobe.6C7534                                           L"Unexpected parameter '%s'"
0049312C  push topprobe.6C751C                                              L"%s (or %s)"
00493146  mov eax,topprobe.6C751C                                           L"%s (or %s)"
00493164  push topprobe.6C3C58                                              L"%s"
00493188  push topprobe.6C74B8                                              L"The value for the option '%s' must be specified."
00493191  mov eax,topprobe.6C74B8                                           L"The value for the option '%s' must be specified."
00493282  push topprobe.6C7458                                              L"The required parameter '%s' was not specified."
0049328B  mov eax,topprobe.6C7458                                           L"The required parameter '%s' was not specified."
0049339E  push topprobe.6C744C                                              L"%s%s"
00493494  push topprobe.6C3C58                                              L"%s"
0049359E  push topprobe.6C77E4                                              L"wxWidgets"
004935C6  push topprobe.6C77E0                                              "%s"
0049367E  push topprobe.6C77E0                                              "%s"
00493717  push topprobe.6C7804                                              L"        "
0049372C  push topprobe.6C77F8                                              L"\r\n"
00493C6A  push topprobe.6C7818                                              L"User value for immutable key '%s' ignored."
00493DD8  push topprobe.6C7818                                              L"User value for immutable key '%s' ignored."
00493EE0  push topprobe.6C7870                                              L"Can't change immutable entry '%s'."
00493FB0  push topprobe.6C7870                                              L"Can't change immutable entry '%s'."
00494206  push topprobe.6C1248                                              L".."
004948A3  push topprobe.6C78B8                                              L"Software\\"
004949B3  push topprobe.6C78B8                                              L"Software\\"
00494DA5  push topprobe.6C120C                                              L"'%s' has extra '..', ignored."
00494DAE  mov eax,topprobe.6C120C                                           L"'%s' has extra '..', ignored."
0049506A  push topprobe.6C7944                                              L"can't close file descriptor %d"
00495073  mov eax,topprobe.6C7944                                           L"can't close file descriptor %d"
004950D8  push topprobe.6C7988                                              L"can't read from file descriptor %d"
004950F4  mov eax,topprobe.6C7988                                           L"can't read from file descriptor %d"
00495148  push topprobe.6C79D0                                              L"can't write to file descriptor %d"
00495151  mov eax,topprobe.6C79D0                                           L"can't write to file descriptor %d"
004951AA  push topprobe.6C7A14                                              L"can't flush file descriptor %d"
004951C3  mov eax,topprobe.6C7A14                                           L"can't flush file descriptor %d"
0049524F  push topprobe.6C7A58                                              L"can't seek on file descriptor %d"
00495258  mov eax,topprobe.6C7A58                                           L"can't seek on file descriptor %d"
004952AF  push topprobe.6C7AA0                                              L"can't get seek position on file descriptor %d"
004952CC  mov eax,topprobe.6C7AA0                                           L"can't get seek position on file descriptor %d"
004954CD  push topprobe.6C7B44                                              L"can't remove file '%s'"
004954E2  mov eax,topprobe.6C7B44                                           L"can't remove file '%s'"
0049551C  push topprobe.6C7B00                                              L"can't commit changes to file '%s'"
00495531  mov eax,topprobe.6C7B00                                           L"can't commit changes to file '%s'"
00495580  push topprobe.6C7B78                                              L"can't remove temporary file '%s'"
00495593  mov eax,topprobe.6C7B78                                           L"can't remove temporary file '%s'"
004955E9  push topprobe.6C7A58                                              L"can't seek on file descriptor %d"
004955F2  mov eax,topprobe.6C7A58                                           L"can't seek on file descriptor %d"
0049565C  push topprobe.6C7BBC                                              L"can't create file '%s'"
00495675  mov eax,topprobe.6C7BBC                                           L"can't create file '%s'"
00495723  push topprobe.6C7BEC                                              L"can't open file '%s'"
0049573C  mov eax,topprobe.6C7BEC                                           L"can't open file '%s'"
004957DC  push topprobe.6C7A58                                              L"can't seek on file descriptor %d"
004957E5  mov eax,topprobe.6C7A58                                           L"can't seek on file descriptor %d"
00495820  push topprobe.6C7C18                                              L"can't find length of file on file descriptor %d"
00495829  mov eax,topprobe.6C7C18                                           L"can't find length of file on file descriptor %d"
00495A81  mov eax,dword ptr ds:[eax*4+6C7F4C]                               "|}l"
00495AB5  push topprobe.6C7F90                                              L"/wxUniversal"
00495BCB  mov dword ptr ds:[esi],topprobe.6C7FCC                            "pCM"
00495C48  push topprobe.6C7FE4                                              L"Registering module %s"
00495C4D  push topprobe.6C7FD4                                              L"module"
00495CBC  push topprobe.6C80E8                                              L"Circular dependency involving module \"%s\" detected."
00495CD2  mov eax,topprobe.6C80E8                                           L"Circular dependency involving module \"%s\" detected."
00495D69  push topprobe.6C8088                                              L"Dependency \"%s\" of module \"%s\" doesn't exist."
00495DCF  push topprobe.6C8040                                              L"Module \"%s\" initialization failed"
00495DE8  mov eax,topprobe.6C8088                                           L"Dependency \"%s\" of module \"%s\" doesn't exist."
00495DFE  mov eax,topprobe.6C8040                                           L"Module \"%s\" initialization failed"
00495E19  push topprobe.6C8010                                              L"Module \"%s\" initialized"
00495E1E  push topprobe.6C7FD4                                              L"module"
00495E6C  push topprobe.6C8150                                              L"Cleanup module %s"
00495E71  push topprobe.6C7FD4                                              L"module"
004963B6  mov eax,dword ptr ds:[777BF0]                                     "<|w"
004963F9  mov dword ptr ds:[eax],topprobe.6C0D0C                            "@_G"
00496474  mov eax,dword ptr ds:[777BF0]                                     "<|w"
00496484  mov ecx,dword ptr ds:[777BF0]                                     "<|w"
0049664E  mov dword ptr ds:[esi],topprobe.6C81D8                            "PhI"
00496680  mov dword ptr ds:[ecx],topprobe.6C81D8                            "PhI"
00496856  mov dword ptr ds:[esi],topprobe.6C81D8                            "PhI"
004968B6  push topprobe.6B61C0                                              L"%u"
00496947  push topprobe.6B61C0                                              L"%u"
004969DB  push topprobe.6BFD54                                              L"%f"
00496EF8  push topprobe.6C77F8                                              L"\r\n"
00497323  push topprobe.6C8268                                              L"Failed to create an anonymous pipe"
00497339  mov eax,topprobe.6C8268                                           L"Failed to create an anonymous pipe"
00497366  mov dword ptr ds:[esi],topprobe.6C822C                            "`sI"
00497437  mov dword ptr ds:[esi],topprobe.6C82B4                            "`tI"
00497467  mov dword ptr ds:[esi],topprobe.6C82B4                            "`tI"
004976D5  push topprobe.6C8438                                              L"WX_DDE#"
00497AD0  push topprobe.6C83E8                                              L"Failed to redirect the child process IO"
00497AD9  mov eax,topprobe.6C83E8                                           L"Failed to redirect the child process IO"
00497BBA  push topprobe.6C83A0                                              L"Execution of command '%s' failed"
00497BC3  mov eax,topprobe.6C83A0                                           L"Execution of command '%s' failed"
00497CCC  mov dword ptr ds:[esi],topprobe.6C822C                            "`sI"
00497D12  mov dword ptr ds:[esi],topprobe.6C822C                            "`sI"
00497EDF  push topprobe.6C8350                                              L"Timeout too small in WaitForInputIdle"
00497F13  push topprobe.6C82F0                                              L"Failed to send DDE request to the process \"%s\"."
0049841E  movzx ecx,word ptr ds:[eax*2+6C8460]                              L"0123456789abcdef"
00498436  movzx eax,word ptr ds:[edx*2+6C8460]                              L"0123456789abcdef"
004989BB  push topprobe.6C3E34                                              L"//"
00498EB0  movzx ecx,word ptr ds:[eax*2+6C8460]                              L"0123456789abcdef"
00498EC9  movzx eax,word ptr ds:[edx*2+6C8460]                              L"0123456789abcdef"
00499F6F  movzx eax,word ptr ds:[edx*2+6C8460]                              L"0123456789abcdef"
00499F88  movzx edx,word ptr ds:[ecx*2+6C8460]                              L"0123456789abcdef"
00499FDD  push topprobe.6C3E20                                              L"file"
0049A4DC  push topprobe.6AD840                                              L"%d"
0049A6E7  push topprobe.6C85E0                                              L"Can't create registry key '%s'"
0049A6F0  mov eax,topprobe.6C85E0                                           L"Can't create registry key '%s'"
0049A7CD  push topprobe.6C8620                                              L"Can't close registry key '%s'"
0049A7D6  mov eax,topprobe.6C8620                                           L"Can't close registry key '%s'"
0049A90E  push topprobe.6C8660                                              L"Can't enumerate values of key '%s'"
0049A917  mov eax,topprobe.6C8660                                           L"Can't enumerate values of key '%s'"
0049AA4E  push topprobe.6C86A8                                              L"Can't enumerate subkeys of key '%s'"
0049AA57  mov eax,topprobe.6C86A8                                           L"Can't enumerate subkeys of key '%s'"
0049ADD5  push topprobe.6C86F0                                              L"Can't open registry key '%s'"
0049ADDE  mov eax,topprobe.6C86F0                                           L"Can't open registry key '%s'"
0049AEE9  push topprobe.6C8730                                              L"Can't delete value '%s' from key '%s'"
0049AEF2  mov eax,topprobe.6C8730                                           L"Can't delete value '%s' from key '%s'"
0049B15B  push topprobe.6C877C                                              L"Can't read value of key '%s'"
0049B164  mov eax,topprobe.6C877C                                           L"Can't read value of key '%s'"
0049B236  push topprobe.6C87B8                                              L"Can't set value of '%s'"
0049B241  mov ebx,topprobe.6C87B8                                           L"Can't set value of '%s'"
0049B319  push topprobe.6C877C                                              L"Can't read value of key '%s'"
0049B322  mov eax,topprobe.6C877C                                           L"Can't read value of key '%s'"
0049B3FC  push topprobe.6C87B8                                              L"Can't set value of '%s'"
0049B407  mov ebx,topprobe.6C87B8                                           L"Can't set value of '%s'"
0049B538  push topprobe.6C877C                                              L"Can't read value of key '%s'"
0049B541  mov eax,topprobe.6C877C                                           L"Can't read value of key '%s'"
0049B71C  push topprobe.6C87E8                                              L"Can't read value of '%s'"
0049B727  mov edi,topprobe.6C87E8                                           L"Can't read value of '%s'"
0049B7CE  push topprobe.6C87B8                                              L"Can't set value of '%s'"
0049B7D9  mov ebx,topprobe.6C87B8                                           L"Can't set value of '%s'"
0049B885  push topprobe.6C8820                                              L"Can't copy values of unsupported type %d."
0049B890  mov esi,topprobe.6C8820                                           L"Can't copy values of unsupported type %d."
0049BB9B  push topprobe.6C897C                                              L"Can't delete key '%s'"
0049BC04  mov eax,topprobe.6C897C                                           L"Can't delete key '%s'"
0049BC73  push topprobe.6C8878                                              L"Registry key '%s' is needed for normal system operation,\ndeleting it will leave your system in unusable state:\noperation aborted."
0049BC7E  mov edi,topprobe.6C8878                                           L"Registry key '%s' is needed for normal system operation,\ndeleting it will leave your system in unusable state:\noperation aborted."
0049C029  push topprobe.6C8A08                                              L"Registry value '%s' already exists."
0049C032  mov eax,topprobe.6C8A08                                           L"Registry value '%s' already exists."
0049C053  push topprobe.6C89A8                                              L"Failed to rename registry value '%s' to '%s'."
0049C090  mov eax,topprobe.6C89A8                                           L"Failed to rename registry value '%s' to '%s'."
0049C209  push topprobe.6C85E0                                              L"Can't create registry key '%s'"
0049C212  mov eax,topprobe.6C85E0                                           L"Can't create registry key '%s'"
0049C4B4  push topprobe.6C8B10                                              L"Failed to copy the registry subkey '%s' to '%s'."
0049C4BD  mov eax,topprobe.6C8B10                                           L"Failed to copy the registry subkey '%s' to '%s'."
0049C5A6  push topprobe.6C8AC8                                              L"Failed to copy registry value '%s'"
0049C5C0  mov eax,topprobe.6C8AC8                                           L"Failed to copy registry value '%s'"
0049C5E8  push topprobe.6C8A50                                              L"Failed to copy the contents of registry key '%s' to '%s'."
0049C5F3  mov edi,topprobe.6C8A50                                           L"Failed to copy the contents of registry key '%s' to '%s'."
0049C7B9  push topprobe.6C8C20                                              L"Registry key '%s' does not exist, cannot rename it."
0049C7C4  mov edi,topprobe.6C8C20                                           L"Registry key '%s' does not exist, cannot rename it."
0049C8B2  push topprobe.6C8BD8                                              L"Registry key '%s' already exists."
0049C911  push topprobe.6C85E0                                              L"Can't create registry key '%s'"
0049C91A  mov eax,topprobe.6C85E0                                           L"Can't create registry key '%s'"
0049C9E8  mov edi,topprobe.6C8BD8                                           L"Registry key '%s' already exists."
0049CA19  push topprobe.6C8B78                                              L"Failed to rename the registry key '%s' to '%s'."
0049CA24  mov edi,topprobe.6C8B78                                           L"Failed to rename the registry key '%s' to '%s'."
0049CC59  mov edx,topprobe.6C8CDC                                           L"*.*"
0049CCF2  push topprobe.6C8C88                                              L"Can not enumerate files in directory '%s'"
0049CD0B  mov eax,topprobe.6C8C88                                           L"Can not enumerate files in directory '%s'"
0049D572  push topprobe.6C8D70                                              L"%p"
0049D600  push topprobe.6C8D70                                              L"%p"
0049D957  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
0049DBDB  mov eax,topprobe.6C8D80                                           L"%b"
0049DBE2  mov eax,topprobe.6C8D78                                           L"%B"
0049DCBF  mov eax,topprobe.6C8D90                                           L"%a"
0049DCC6  mov eax,topprobe.6C8D88                                           L"%A"
0049DD91  push topprobe.6C8E20                                              L"%Z"
0049DDA2  push topprobe.6C8E18                                              L"WET"
0049DDBE  push topprobe.6C8E0C                                              L"WEST"
0049DDD2  push topprobe.6C8E04                                              L"CET"
0049DDE6  push topprobe.6C8DF8                                              L"CEST"
0049DDFA  push topprobe.6C8DF0                                              L"MSK"
0049DE0E  push topprobe.6C8DE8                                              L"MSD"
0049DE22  push topprobe.6C8DE0                                              L"AST"
0049DE36  push topprobe.6C8DD8                                              L"ADT"
0049DE46  push topprobe.6C8DD0                                              L"EST"
0049DE56  push topprobe.6C8DC8                                              L"EDT"
0049DE66  push topprobe.6C8DC0                                              L"CST"
0049DE76  push topprobe.6C8DB8                                              L"CDT"
0049DE86  push topprobe.6C8DB0                                              L"MST"
0049DE96  push topprobe.6C8DA8                                              L"MDT"
0049DEA6  push topprobe.6C8DA0                                              L"PST"
0049DEB6  push topprobe.6C8D98                                              L"PDT"
0049E50B  push topprobe.6C8E38                                              L"%Y"
0049E512  push topprobe.6C8E30                                              L"%y"
0049E528  push topprobe.6AD840                                              L"%d"
0049E52F  push topprobe.6C8D90                                              L"%a"
0049E536  push topprobe.6C8D88                                              L"%A"
0049E54C  push topprobe.6C8E28                                              L"%m"
0049E553  push topprobe.6C8D80                                              L"%b"
0049E55A  push topprobe.6C8D78                                              L"%B"
0049FA1F  push topprobe.6C8E70                                              L"%l"
0049FC05  push topprobe.6C8E64                                              L"%04d"
0049FC0C  push topprobe.6C8E58                                              L"%03d"
0049FC13  push topprobe.6AD840                                              L"%d"
0049FC1A  push topprobe.6C8E4C                                              L"%02d"
0049FF22  push topprobe.6AD840                                              L"%d"
0049FF52  push topprobe.6AD840                                              L"%d"
004A01F9  mov eax,topprobe.6C8CF8                                           L"%c"
004A0200  mov eax,topprobe.6C8E44                                           L"%x"
004A022F  push topprobe.6C8E64                                              L"%04d"
004A024F  push topprobe.6C8E4C                                              L"%02d"
004A062F  push topprobe.6C8D70                                              L"%p"
004A0797  push topprobe.6C3AA4                                              L"%X"
004A086F  push topprobe.6C8E20                                              L"%Z"
004A108D  push topprobe.6C8EE0                                              L"%x %X"
004A10AA  push topprobe.6C8ED4                                              L"%X %x"
004A13B8  push topprobe.6C8EBC                                              L"%I:%M:%S %p"
004A1459  push topprobe.6C8EB0                                              L"%H:%M"
004A1530  push topprobe.6C8CE4                                              L"%H:%M:%S"
004A1688  push topprobe.6C8E9C                                              L"%m/%d/%y"
004A1696  push topprobe.6C8E88                                              L"%d/%m/%y"
004A169D  push topprobe.6C8E88                                              L"%d/%m/%y"
004A16AB  push topprobe.6C8E9C                                              L"%m/%d/%y"
004A1792  push topprobe.6C8E80                                              L"%T"
004A17C0  push topprobe.6C8E78                                              L"%r"
004A28DF  push topprobe.6C8EBC                                              L"%I:%M:%S %p"
004A28F9  push topprobe.6C8CE4                                              L"%H:%M:%S"
004A2913  push topprobe.6C90D4                                              L"%I:%M %p"
004A292D  push topprobe.6C8EB0                                              L"%H:%M"
004A2947  push topprobe.6C90C8                                              L"%I %p"
004A295D  push topprobe.6C90C0                                              L"%H"
004A2973  push topprobe.6C3AA4                                              L"%X"
004A33BF  push topprobe.6C91B0                                              L"Couldn't find symbol '%s' in a dynamic library"
004A33DB  mov eax,topprobe.6C91B0                                           L"Couldn't find symbol '%s' in a dynamic library"
004A3507  push topprobe.6C9210                                              L"Failed to load shared library '%s'"
004A3510  mov eax,topprobe.6C9210                                           L"Failed to load shared library '%s'"
004A360E  push topprobe.6C7BEC                                              L"can't open file '%s'"
004A3626  mov eax,topprobe.6C7BEC                                           L"can't open file '%s'"
004A367B  push topprobe.6C9264                                              L"can't close file '%s'"
004A3690  mov eax,topprobe.6C9264                                           L"can't close file '%s'"
004A36FE  push topprobe.6C9290                                              L"Read error on file '%s'"
004A3717  mov eax,topprobe.6C9290                                           L"Read error on file '%s'"
004A377F  push topprobe.6C92C0                                              L"Write error on file '%s'"
004A3798  mov eax,topprobe.6C92C0                                           L"Write error on file '%s'"
004A37EB  push topprobe.6C92F4                                              L"failed to flush the file '%s'"
004A3800  mov eax,topprobe.6C92F4                                           L"failed to flush the file '%s'"
004A3875  push topprobe.6C9330                                              L"Seek error on file '%s'"
004A388C  mov eax,topprobe.6C9330                                           L"Seek error on file '%s'"
004A38E4  push topprobe.6C9360                                              L"Can't find current position in file '%s'"
004A38ED  mov eax,topprobe.6C9360                                           L"Can't find current position in file '%s'"
004A3947  push topprobe.6C9330                                              L"Seek error on file '%s'"
004A395E  mov eax,topprobe.6C9330                                           L"Seek error on file '%s'"
004A3B18  push topprobe.6C9290                                              L"Read error on file '%s'"
004A3D48  mov dword ptr ds:[eax],topprobe.6C93B8                            "@DJ"
004A4447  mov dword ptr ds:[esi],topprobe.6C93B8                            "@DJ"
004A4DB9  mov dword ptr ds:[esi],topprobe.6C9534                            "@QJ"
004A4EDA  mov dword ptr ds:[esi],topprobe.6C9574                            "pRJ"
004A50BC  mov dword ptr ds:[esi],topprobe.6C9534                            "@QJ"
004A50ED  mov dword ptr ds:[eax],topprobe.6C93B8                            "@DJ"
004A51F3  mov dword ptr ds:[esi],topprobe.6C9574                            "pRJ"
004A5221  mov dword ptr ds:[eax],topprobe.6C93B8                            "@DJ"
004A5907  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
004A60E9  mov dword ptr ds:[esi],topprobe.6C9664                            "`eJ"
004A6169  mov dword ptr ds:[esi],topprobe.6C9664                            "`eJ"
004A6359  mov dword ptr ds:[esi],topprobe.6C96E4                            "PgJ"
004A6419  mov dword ptr ds:[esi],topprobe.6C9724                            "0gJ"
004A64BB  mov dword ptr ds:[edi],topprobe.6C9724                            "0gJ"
004A6589  mov dword ptr ds:[esi],topprobe.6C9664                            "`eJ"
004A66BB  mov dword ptr ds:[edi],topprobe.6C96E4                            "PgJ"
004A6E2C  mov dword ptr ds:[esi],topprobe.6C976C                            "`nJ"
004A728D  push topprobe.6C81E4                                              L"%ld"
004A75CE  push topprobe.6C97C4                                              L".ini"
004A767E  push topprobe.6C97C4                                              L".ini"
004A789F  push topprobe.6C97D0                                              L"Error saving user configuration data."
004A78A8  mov eax,topprobe.6C97D0                                           L"Error saving user configuration data."
004A7909  push topprobe.6C9878                                              L"    ** Adding Line '%s'"
004A790E  push topprobe.6C9864                                              L"fileconf"
004A792E  push topprobe.6C9840                                              L"        head: %s"
004A7933  push topprobe.6C9864                                              L"fileconf"
004A7951  push topprobe.6C981C                                              L"        tail: %s"
004A7956  push topprobe.6C9864                                              L"fileconf"
004A79D7  push topprobe.6C9840                                              L"        head: %s"
004A79DC  push topprobe.6C9864                                              L"fileconf"
004A79FA  push topprobe.6C981C                                              L"        tail: %s"
004A79FF  push topprobe.6C9864                                              L"fileconf"
004A7A3E  push topprobe.6C98A8                                              L"    ** Inserting Line '%s' after '%s'"
004A7A43  push topprobe.6C9864                                              L"fileconf"
004A7A61  push topprobe.6C9840                                              L"        head: %s"
004A7A66  push topprobe.6C9864                                              L"fileconf"
004A7A84  push topprobe.6C981C                                              L"        tail: %s"
004A7A89  push topprobe.6C9864                                              L"fileconf"
004A7B20  push topprobe.6C9840                                              L"        head: %s"
004A7B25  push topprobe.6C9864                                              L"fileconf"
004A7B44  push topprobe.6C981C                                              L"        tail: %s"
004A7B49  push topprobe.6C9864                                              L"fileconf"
004A7E27  push topprobe.6C98F8                                              L"entry '%s' appears more than once in group '%s'"
004A7E30  mov eax,topprobe.6C98F8                                           L"entry '%s' appears more than once in group '%s'"
004A7F69  push topprobe.6C9958                                              L"unexpected \" at position %d in '%s'."
004A7F7E  mov eax,topprobe.6C9958                                           L"unexpected \" at position %d in '%s'."
004A8371  push topprobe.6C99A4                                              L"@_/-!.*%"
004A88EB  push topprobe.6C9A60                                              L"can't open user configuration file."
004A88F4  mov eax,topprobe.6C9A60                                           L"can't open user configuration file."
004A89C0  push topprobe.6C9A10                                              L"can't write user configuration file."
004A89C9  mov eax,topprobe.6C9A10                                           L"can't write user configuration file."
004A8A24  push topprobe.6C99B8                                              L"Failed to update user configuration file."
004A8A2D  mov eax,topprobe.6C99B8                                           L"Failed to update user configuration file."
004A8BBC  push topprobe.6C9B20                                              L"  GetGroupLine() for Group '%s'"
004A8BC1  push topprobe.6C9864                                              L"fileconf"
004A8BD8  push topprobe.6C9AE0                                              L"    Getting Line item pointer"
004A8BDD  push topprobe.6C9864                                              L"fileconf"
004A8BF9  push topprobe.6C9AAC                                              L"    checking parent '%s'"
004A8BFE  push topprobe.6C9864                                              L"fileconf"
004A8D67  push topprobe.6C9B60                                              L"  GetLastEntryLine() for Group '%s'"
004A8D6C  push topprobe.6C9864                                              L"fileconf"
004A8DDD  push topprobe.6C9BA8                                              L"[%s]"
004A91A4  push topprobe.6C9DC0                                              L"file '%s': unexpected character %c at line %d."
004A91AD  mov eax,topprobe.6C9DC0                                           L"file '%s': unexpected character %c at line %d."
004A91E2  push topprobe.6C9D50                                              L"file '%s', line %d: '%s' ignored after group header."
004A91EB  mov eax,topprobe.6C9D50                                           L"file '%s', line %d: '%s' ignored after group header."
004A92D9  push topprobe.6C9D08                                              L"file '%s', line %d: '=' expected."
004A92F7  mov eax,topprobe.6C9D08                                           L"file '%s', line %d: '=' expected."
004A9392  push topprobe.6C9C90                                              L"file '%s', line %d: value for immutable key '%s' ignored."
004A93B2  mov eax,topprobe.6C9C90                                           L"file '%s', line %d: value for immutable key '%s' ignored."
004A93F0  push topprobe.6C9C18                                              L"file '%s', line %d: key '%s' was first found at line %d."
004A93F9  mov eax,topprobe.6C9C18                                           L"file '%s', line %d: key '%s' was first found at line %d."
004A9634  push topprobe.6C9EF0                                              L"  Writing String '%s' = '%s' to Group '%s'"
004A9639  push topprobe.6C9864                                              L"fileconf"
004A9657  push topprobe.6C9EC4                                              L"  Creating group %s"
004A965C  push topprobe.6C9864                                              L"fileconf"
004A969F  push topprobe.6C9E70                                              L"Config entry name cannot start with '%c'."
004A96A8  mov eax,topprobe.6C9E70                                           L"Config entry name cannot start with '%c'."
004A9712  push topprobe.6C9E48                                              L"  Adding Entry %s"
004A9717  push topprobe.6C9864                                              L"fileconf"
004A9738  push topprobe.6C9E20                                              L"  Setting value %s"
004A973D  push topprobe.6C9864                                              L"fileconf"
004A9766  push topprobe.6C9BB8                                              L"attempt to change immutable key '%s' ignored."
004A977C  mov eax,topprobe.6C9BB8                                           L"attempt to change immutable key '%s' ignored."
004A98AB  push topprobe.6C9B60                                              L"  GetLastEntryLine() for Group '%s'"
004A98B0  push topprobe.6C9864                                              L"fileconf"
004A99D9  push topprobe.6C9F48                                              L"    ** Removing Line '%s'"
004A99DE  push topprobe.6C9864                                              L"fileconf"
004A99FE  push topprobe.6C9840                                              L"        head: %s"
004A9A03  push topprobe.6C9864                                              L"fileconf"
004A9A21  push topprobe.6C981C                                              L"        tail: %s"
004A9A26  push topprobe.6C9864                                              L"fileconf"
004A9A77  push topprobe.6C9840                                              L"        head: %s"
004A9A7C  push topprobe.6C9864                                              L"fileconf"
004A9A9B  push topprobe.6C981C                                              L"        tail: %s"
004A9AA0  push topprobe.6C9864                                              L"fileconf"
004A9AF8  push topprobe.6CA164                                              L"Deleting group '%s' from '%s'"
004A9AFD  push topprobe.6C9864                                              L"fileconf"
004A9B26  push topprobe.6CA110                                              L"  (m_pLine) = prev: %p, this %p, next %p"
004A9B2B  push topprobe.6C9864                                              L"fileconf"
004A9B4B  push topprobe.6CA0F4                                              L"  text: '%s'"
004A9B50  push topprobe.6C9864                                              L"fileconf"
004A9B5E  push topprobe.6CA0C8                                              L"Removing %lu entries"
004A9B63  push topprobe.6C9864                                              L"fileconf"
004A9B86  push topprobe.6CA0B4                                              L"    '%s'"
004A9B8B  push topprobe.6C9864                                              L"fileconf"
004A9BAD  push topprobe.6CA084                                              L"Removing %lu subgroups"
004A9BB2  push topprobe.6C9864                                              L"fileconf"
004A9BEA  push topprobe.6CA038                                              L"  Removing line for group '%s' : '%s'"
004A9BEF  push topprobe.6C9864                                              L"fileconf"
004A9C11  push topprobe.6C9FF0                                              L"  Removing from group '%s' : '%s'"
004A9C16  push topprobe.6C9864                                              L"fileconf"
004A9C28  push topprobe.6C9FC0                                              L"  Removing last group"
004A9C2D  push topprobe.6C9864                                              L"fileconf"
004A9C98  push topprobe.6C9F80                                              L"  No line entry for Group '%s'?"
004A9C9D  push topprobe.6C9864                                              L"fileconf"
004A9F69  push topprobe.6CA1F8                                              L"can't open global configuration file '%s'."
004A9F72  mov eax,topprobe.6CA1F8                                           L"can't open global configuration file '%s'."
004AA024  push topprobe.6CA1A0                                              L"can't open user configuration file '%s'."
004AA02D  mov eax,topprobe.6CA1A0                                           L"can't open user configuration file '%s'."
004AA613  push topprobe.6C9BB8                                              L"attempt to change immutable key '%s' ignored."
004AA629  mov eax,topprobe.6C9BB8                                           L"attempt to change immutable key '%s' ignored."
004AA76A  push topprobe.6C9B60                                              L"  GetLastEntryLine() for Group '%s'"
004AA76F  push topprobe.6C9864                                              L"fileconf"
004AA874  push topprobe.6CA2C8                                              L"can't delete user configuration file '%s'"
004AA889  mov eax,topprobe.6CA2C8                                           L"can't delete user configuration file '%s'"
004AA96E  push topprobe.6C1248                                              L".."
004AAC5B  push topprobe.6CA3AC                                              L"shell32"
004AAC95  push topprobe.6CA380                                              L"Failed to load %s.dll"
004AAC9A  push topprobe.6CA36C                                              L"stdpaths"
004AACC3  push topprobe.6CA34C                                              L"SHGetFolderPath"
004AAD2B  push topprobe.6CA31C                                              L"SHGetSpecialFolderPath"
004AB30B  mov dword ptr ds:[esi],topprobe.6CA3DC                            "pCM"
004AB38B  mov dword ptr ds:[esi],topprobe.6CA404                            "pCM"
004AB40B  mov dword ptr ds:[esi],topprobe.6CA42C                            "pCM"
004AB477  mov dword ptr ds:[esi],topprobe.6C1308                            "`[I"
004AB92C  push topprobe.6CAFFC                                              L"no DDE error."
004AB94E  mov eax,topprobe.6CAFFC                                           L"no DDE error."
004AB980  push topprobe.6CAF80                                              L"a request for a synchronous advise transaction has timed out."
004AB9A2  mov eax,topprobe.6CAF80                                           L"a request for a synchronous advise transaction has timed out."
004AB9DA  push topprobe.6CAEF8                                              L"the response to the transaction caused the DDE_FBUSY bit to be set."
